source,headline,pubdate,headline_length,Date,Open,High,Low,Close,Volume,is_trading_day,sentiment,sentiment_confidence
NVIDIA Blog,GeForce NOW’s 20 July Games Bring the Heat to the Cloud - NVIDIA Blog,2025-07-03,69,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,neutral,0.8328233361244202
CNBC,"Nvidia says it will resume H20 AI chip sales to China 'soon,' following U.S. government assurances - CNBC",2025-07-14,105,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,neutral,0.8025525212287903
NVIDIA Blog,"AI On: How Financial Services Companies Use Agentic AI to Enhance Productivity, Efficiency and Security - NVIDIA Blog",2025-07-22,117,2025-07-22,171.32080634495316,171.37080379639443,164.5615689540832,167.01129150390625,193114300.0,True,neutral,0.8750045299530029
NVIDIA Developer,Forecasting the Weather Beyond Two Weeks Using NVIDIA Earth-2 | NVIDIA Technical Blog - NVIDIA Developer,2025-07-11,104,2025-07-11,163.70165728031435,167.87118822352508,163.4516852914618,164.90151977539062,193633300.0,True,neutral,0.9391694664955139
The Wall Street Journal,How Nvidia Became the World’s First $4 Trillion Company - The Wall Street Journal,2025-07-09,81,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,neutral,0.8726940155029297
NVIDIA,"Marvel Rivals Season 3 And War Thunder Are Available Now, Featuring DLSS 4 with Multi Frame Generation & NVIDIA Reflex | GeForce News - NVIDIA",2025-07-15,142,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.9363858699798584
NVIDIA,Killing Floor 3 & WUCHANG: Fallen Feathers Launch With DLSS 4 On July 24 - NVIDIA,2025-07-22,81,2025-07-22,171.32080634495316,171.37080379639443,164.5615689540832,167.01129150390625,193114300.0,True,neutral,0.911200761795044
NVIDIA Developer,Enabling Fast Inference and Resilient Training with NCCL 2.27 | NVIDIA Technical Blog - NVIDIA Developer,2025-07-14,104,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,neutral,0.6131969690322876
wiz.io,NVIDIAScape - NVIDIA AI Vulnerability (CVE-2025-23266) - wiz.io,2025-07-17,63,2025-07-17,172.00073538495317,174.1404950617398,170.81086624213197,172.98062133789062,160841100.0,True,neutral,0.946405827999115
Reuters,Nvidia's stock market value hits $4 trillion on AI dominance - Reuters,2025-07-09,70,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,neutral,0.8800755143165588
NVIDIA Blog,GeForce NOW Delivers Justice With ‘RoboCop: Rogue City — Unfinished Business’ - NVIDIA Blog,2025-07-17,91,2025-07-17,172.00073538495317,174.1404950617398,170.81086624213197,172.98062133789062,160841100.0,True,neutral,0.8579822182655334
NVIDIA Developer,How to Build Custom AI Agents with NVIDIA NeMo Agent Toolkit Open Source Library | NVIDIA Technical Blog - NVIDIA Developer,2025-07-01,123,2025-07-01,156.27249233706732,157.18239409932116,151.4730420343122,153.2828369140625,213143600.0,True,neutral,0.9237932562828064
Reuters,Nvidia briefly on track to become world's most valuable company ever - Reuters,2025-07-03,78,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,positive,0.8460699319839478
Reuters,"Nvidia's resumption of AI chips to China is part of rare earths talks, says US - Reuters",2025-07-15,88,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.8504714369773865
Amazon Web Services,AWS AI infrastructure with NVIDIA Blackwell: Two powerful compute solutions for the next frontier of AI - Amazon Web Services,2025-07-09,125,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,neutral,0.6047900915145874
The New York Times,Nvidia Says U.S. Has Lifted Restrictions on A.I. Chip Sales to China - The New York Times,2025-07-14,89,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,negative,0.47904396057128906
NBC News,Nvidia becomes first company to hit $4 trillion valuation - NBC News,2025-07-09,68,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,neutral,0.8232272267341614
NVIDIA Developer,LLM Inference Benchmarking: Performance Tuning with TensorRT-LLM | NVIDIA Technical Blog - NVIDIA Developer,2025-07-07,107,2025-07-07,158.18227071828886,159.29214695363126,157.3223664705724,158.22227478027344,140139000.0,True,neutral,0.904221773147583
NVIDIA Blog,NVIDIA Engineer Climbs to New Heights on Free Days - NVIDIA Blog,2025-07-01,64,2025-07-01,156.27249233706732,157.18239409932116,151.4730420343122,153.2828369140625,213143600.0,True,positive,0.819205105304718
NVIDIA Developer,Turbocharging AI Factories with DPU-Accelerated Service Proxy for Kubernetes | NVIDIA Technical Blog - NVIDIA Developer,2025-07-07,119,2025-07-07,158.18227071828886,159.29214695363126,157.3223664705724,158.22227478027344,140139000.0,True,neutral,0.9230890870094299
latimes.com,Nvidia is the first $4-trillion company. Here are three things to know - latimes.com,2025-07-16,84,2025-07-16,171.04083672550954,171.73076187811773,168.88107501049606,171.35079956054688,158831500.0,True,neutral,0.9491667151451111
NVIDIA Developer,NCCL Deep Dive: Cross Data Center Communication and Network Topology Awareness - NVIDIA Developer,2025-07-14,97,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,neutral,0.7992079257965088
The Economist,Can Nvidia persuade governments to pay for “sovereign” AI? - The Economist,2025-07-13,74,,,,,,,False,neutral,0.7275503277778625
NVIDIA Developer,Approaches to PDF Data Extraction for Information Retrieval | NVIDIA Technical Blog - NVIDIA Developer,2025-07-23,102,2025-07-23,169.511004310231,171.24080620570157,167.95118153678197,170.7608642578125,154082200.0,True,neutral,0.9348905086517334
CoreWeave,CoreWeave Becomes First Hyperscaler to Deploy NVIDIA GB300 NVL72 Platform - CoreWeave,2025-07-03,85,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,positive,0.6422492265701294
NVIDIA Developer,Improving Synthetic Data Augmentation and Human Action Recognition with SynthDa | NVIDIA Technical Blog - NVIDIA Developer,2025-07-11,122,2025-07-11,163.70165728031435,167.87118822352508,163.4516852914618,164.90151977539062,193633300.0,True,neutral,0.6111537218093872
Amazon Web Services,Accelerate generative AI inference with NVIDIA Dynamo and Amazon EKS | Amazon Web Services - Amazon Web Services,2025-07-15,112,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.8705475926399231
CNBC,Jensen Huang woos Beijing as Nvidia finds a way back into China - CNBC,2025-07-16,70,2025-07-16,171.04083672550954,171.73076187811773,168.88107501049606,171.35079956054688,158831500.0,True,neutral,0.8282897472381592
NVIDIA Developer,Optimizing FLUX.1 Kontext for Image Editing with Low-Precision Quantization | NVIDIA Technical Blog - NVIDIA Developer,2025-07-02,118,2025-07-02,152.962850389823,157.58234297497486,152.95285700312823,157.2323760986328,171224100.0,True,neutral,0.9208419919013977
Reuters,Nvidia AI chips: repair demand booms in China for banned products - Reuters,2025-07-24,75,2025-07-24,172.42067791171223,173.81052153075,171.28080627636527,173.7205352783203,128984600.0,True,neutral,0.6045194864273071
NVIDIA Blog,Deadline Extended — Create a Project G-Assist Plug-In for a Chance to Win an NVIDIA GeForce RTX GPU and Laptop - NVIDIA Blog,2025-07-15,124,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.7578845024108887
Axios,"Nvidia rallies, leading market, on resumed H20 AI chip exports to China - Axios",2025-07-15,79,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,positive,0.9145603179931641
NVIDIA Developer,Bringing Verifiable Trust to AI Models: Model Signing in NGC | NVIDIA Technical Blog - NVIDIA Developer,2025-07-28,103,2025-07-28,174.00050427681666,176.98016607778243,173.9505068282037,176.73019409179688,140023500.0,True,neutral,0.8830877542495728
CNBC,Nvidia CEO Jensen Huang wants to sell more advanced chips to China after H20 ban is lifted - CNBC,2025-07-16,97,2025-07-16,171.04083672550954,171.73076187811773,168.88107501049606,171.35079956054688,158831500.0,True,neutral,0.7883678674697876
NVIDIA Developer,Train a Reasoning-Capable LLM in One Weekend with NVIDIA NeMo | NVIDIA Technical Blog - NVIDIA Developer,2025-07-22,104,2025-07-22,171.32080634495316,171.37080379639443,164.5615689540832,167.01129150390625,193114300.0,True,neutral,0.9020066857337952
CoStar,News | Nvidia stretches real estate growth with deal to double Texas hub - CoStar,2025-07-14,81,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,positive,0.9291658997535706
NVIDIA Developer,Enhancing Multilingual Human-Like Speech and Voice Cloning with NVIDIA Riva TTS | NVIDIA Technical Blog - NVIDIA Developer,2025-07-14,122,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,neutral,0.9042256474494934
NVIDIA,"DLSS 4 With Multi Frame Generation Coming To RuneScape: Dragonwilds, Mortal Online 2 & Brickadia | GeForce News - NVIDIA",2025-07-08,120,2025-07-08,159.31214783171163,160.20204749093682,158.3722507239072,159.98207092285156,138133000.0,True,neutral,0.8100180625915527
NVIDIA Developer,R²D²: Training Generalist Robots with NVIDIA Research Workflows and World Foundation Models - NVIDIA Developer,2025-07-16,110,2025-07-16,171.04083672550954,171.73076187811773,168.88107501049606,171.35079956054688,158831500.0,True,neutral,0.8950560092926025
PR Newswire,CoreWeave Becomes First Cloud Provider to Deploy NVIDIA GB300 NVL72 Platform - PR Newswire,2025-07-03,90,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,neutral,0.7668352723121643
NVIDIA Developer,Best-in-Class Multimodal RAG: How the Llama 3.2 NeMo Retriever Embedding Model Boosts Pipeline Accuracy - NVIDIA Developer,2025-06-30,122,2025-06-30,158.38224776867892,158.6422284044636,155.94253394670602,157.97230529785156,194580300.0,True,positive,0.7156848311424255
Reuters,"Nvidia AI chips worth $1 billion entered China despite US curbs, FT reports - Reuters",2025-07-24,85,2025-07-24,172.42067791171223,173.81052153075,171.28080627636527,173.7205352783203,128984600.0,True,neutral,0.8852663636207581
NVIDIA,NVIDIA Reflex Reduces PC Latency By Up To 55% In Marvel Rivals Season 3 - NVIDIA,2025-07-17,80,2025-07-17,172.00073538495317,174.1404950617398,170.81086624213197,172.98062133789062,160841100.0,True,positive,0.9185468554496765
NVIDIA Developer,NVIDIA Omniverse: What Developers Need to Know About Migration Away From Launcher | NVIDIA Technical Blog - NVIDIA Developer,2025-07-02,124,2025-07-02,152.962850389823,157.58234297497486,152.95285700312823,157.2323760986328,171224100.0,True,neutral,0.9300767779350281
NVIDIA Blog,‘WUCHANG: Fallen Feathers’ Lands in the Cloud - NVIDIA Blog,2025-07-24,59,2025-07-24,172.42067791171223,173.81052153075,171.28080627636527,173.7205352783203,128984600.0,True,neutral,0.8829755783081055
Fortune,"Nvidia makes history as first $4 trillion company, Jensen Huang's net worth surges $25 billion year-to-date - Fortune",2025-07-09,117,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,positive,0.8853386044502258
Yahoo Finance,Nvidia: How the chipmaker evolved from a gaming startup to an AI giant - Yahoo Finance,2025-07-09,86,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,neutral,0.9100371599197388
Amazon Web Services,New Amazon EC2 P6e-GB200 UltraServers accelerated by NVIDIA Grace Blackwell GPUs for the highest AI performance | Amazon Web Services - Amazon Web Services,2025-07-09,155,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,positive,0.6854569315910339
The Washington Post,Opinion | Heard of Nvidia? Here’s why you should pay attention. - The Washington Post,2025-07-18,85,2025-07-18,173.62054394819432,174.23047621121117,171.24080573231237,172.39068603515625,146456400.0,True,neutral,0.9335227012634277
NVIDIA Developer,Hackathon Winners Bring Agentic AI to Life with the NVIDIA NeMo Agent Toolkit - NVIDIA Developer,2025-07-17,96,2025-07-17,172.00073538495317,174.1404950617398,170.81086624213197,172.98062133789062,160841100.0,True,neutral,0.7404256463050842
Deloitte,Deloitte and NVIDIA: Powering the agentic enterprise with AI factories - Deloitte,2025-07-22,81,2025-07-22,171.32080634495316,171.37080379639443,164.5615689540832,167.01129150390625,193114300.0,True,neutral,0.8878940343856812
The Hacker News,Critical NVIDIA Container Toolkit Flaw Allows Privilege Escalation on AI Cloud Services - The Hacker News,2025-07-18,105,2025-07-18,173.62054394819432,174.23047621121117,171.24080573231237,172.39068603515625,146456400.0,True,negative,0.924855649471283
CNBC,Commerce Secretary Lutnick says China is only getting Nvidia’s ‘4th best’ AI chip - CNBC,2025-07-15,88,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.8245015144348145
The Wall Street Journal,Nvidia Can Sell AI Chip to China Again After CEO Meets Trump - WSJ - The Wall Street Journal,2025-07-15,92,2025-07-15,171.17081299302788,172.38066881478494,169.18103056842588,170.6808624267578,230627400.0,True,neutral,0.8528275489807129
PC Gamer,"I tested Nvidia's AI gaming assistant: it advised me to 'update' to old drivers and told me I wasn't playing a game (I was playing a game), but maybe I should've expected that from version 0.1 - PC Gamer",2025-07-24,203,2025-07-24,172.42067791171223,173.81052153075,171.28080627636527,173.7205352783203,128984600.0,True,neutral,0.8765993714332581
NVIDIA Developer,Accelerating Video Production and Customization with GliaCloud and NVIDIA Omniverse Libraries - NVIDIA Developer,2025-07-10,112,2025-07-10,164.30159583301895,164.48156834124046,161.5918927660757,164.0816192626953,167704100.0,True,positive,0.5684998631477356
CRN Magazine,The 10 Biggest Nvidia News Stories Of 2025 (So Far) - CRN Magazine,2025-07-11,66,2025-07-11,163.70165728031435,167.87118822352508,163.4516852914618,164.90151977539062,193633300.0,True,neutral,0.9302730560302734
Yole Group,Nvidia defines power electronics future – Monthly Billet - Yole Group,2025-07-11,69,2025-07-11,163.70165728031435,167.87118822352508,163.4516852914618,164.90151977539062,193633300.0,True,neutral,0.9336675405502319
CNBC,Trump hosts Jensen Huang at White House as Nvidia tops $4 trillion market cap - CNBC,2025-07-10,84,2025-07-10,164.30159583301895,164.48156834124046,161.5918927660757,164.0816192626953,167704100.0,True,neutral,0.8485164642333984
Bloomberg,"China Wants to Use 115,000 Banned Nvidia Chips to Fulfil Its AI Ambitions (NVDA) - Bloomberg",2025-07-08,92,2025-07-08,159.31214783171163,160.20204749093682,158.3722507239072,159.98207092285156,138133000.0,True,neutral,0.8460239768028259
Yahoo Finance,Citi lifts Nvidia's price target on booming sovereign AI demand - Yahoo Finance,2025-07-07,79,2025-07-07,158.18227071828886,159.29214695363126,157.3223664705724,158.22227478027344,140139000.0,True,positive,0.9067403078079224
CNBC,CoreWeave is the first cloud provider to deploy Nvidia's latest AI chips - CNBC,2025-07-03,79,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,neutral,0.8125718235969543
Euronews.com,Chipmaker Nvidia hits $4 trillion making it world’s most valuable company - Euronews.com,2025-07-09,88,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,positive,0.8129494190216064
Al Jazeera,Nvidia becomes first US company to reach $4 trillion market cap - Al Jazeera,2025-07-09,76,2025-07-09,161.20193770023792,164.40157611225678,161.14194686393122,162.86175537109375,183656400.0,True,positive,0.6854167580604553
CoreWeave,CoreWeave Becomes First Cloud Provider to Deploy NVIDIA GB300 NVL72 Platform - CoreWeave,2025-07-03,88,2025-07-03,158.35225101493015,160.96195919540767,157.7523273944205,159.3221435546875,143716100.0,True,positive,0.730380654335022
NVIDIA Developer,Optimizing Vector Search for Indexing and Real-Time Retrieval with NVIDIA cuVS - NVIDIA Developer,2025-07-24,97,2025-07-24,172.42067791171223,173.81052153075,171.28080627636527,173.7205352783203,128984600.0,True,neutral,0.8666807413101196
CNBC,Nvidia's Jensen Huang brushes off U.S. fears that China's military will use his firm's chips - CNBC,2025-07-14,99,2025-07-14,165.35146259057728,165.4714595173457,162.00184716942397,164.05162048339844,136975800.0,True,neutral,0.8376296758651733
Reuters,"US servers in Singapore fraud case may contain Nvidia chips, minister says - Reuters",2025-07-07,84,2025-07-07,158.18227071828886,159.29214695363126,157.3223664705724,158.22227478027344,140139000.0,True,negative,0.7035861015319824
Foreign Policy,The Nvidia Chip Deal Trades Away the United States’ AI Advantage - Foreign Policy,2025-07-22,81,2025-07-22,171.32080634495316,171.37080379639443,164.5615689540832,167.01129150390625,193114300.0,True,neutral,0.7514721155166626
NVIDIA Newsroom,NVIDIA Announces Financial Results for First Quarter Fiscal 2026 - NVIDIA Newsroom,2025-05-28,82,2025-05-28,136.00531758419635,137.22509744866613,134.76553707682788,134.78553771972656,304021100.0,True,neutral,0.7872663736343384
governorreeves.ms.gov,"State of Mississippi to advance artificial intelligence education, innovation and workforce development with NVIDIA - governorreeves.ms.gov",2025-06-18,139,2025-06-18,143.9938476821936,145.63366319028128,143.10394808189747,145.46368408203125,161494100.0,True,neutral,0.794824481010437
loreal.com,L’Oréal and NVIDIA collaborate to supercharge beauty with next-generation AI - loreal.com,2025-06-11,89,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.598326563835144
NVIDIA Newsroom,Europe Builds AI Infrastructure With NVIDIA to Fuel Region’s Next Industrial Transformation - NVIDIA Newsroom,2025-06-11,109,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.5544486045837402
NVIDIA,"GeForce RTX 5050 Desktop & Laptops GPUs Bring Blackwell RTX To Gamers Everywhere, Starting At $249 - NVIDIA",2025-06-24,107,2025-06-24,145.54367367470394,147.94341367999496,145.4836828445603,147.88340759277344,187566100.0,True,neutral,0.7328139543533325
NVIDIA Blog,Retail Reboot: Major Global Brands Transform End-to-End Operations With NVIDIA - NVIDIA Blog,2025-06-11,92,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.5236488580703735
NVIDIA Blog,RTX on Deck: The GeForce NOW Native App for Steam Deck Is Here - NVIDIA Blog,2025-05-29,76,2025-05-29,142.22419152756274,143.46397204605128,137.88498259688382,139.1647491455078,369241900.0,True,neutral,0.9422544836997986
NVIDIA Newsroom,NVIDIA Builds World’s First Industrial AI Cloud to Advance European Manufacturing - NVIDIA Newsroom,2025-06-11,99,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.6708590984344482
NVIDIA Newsroom,NVIDIA Partners With Novo Nordisk and DCAI to Advance Drug Discovery - NVIDIA Newsroom,2025-06-11,86,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.7463799715042114
NVIDIA Blog,NVIDIA TensorRT Boosts Stable Diffusion 3.5 Performance on NVIDIA GeForce RTX and RTX PRO GPUs - NVIDIA Blog,2025-06-12,108,2025-06-12,141.9540901919345,144.98374938964844,141.83410852298076,144.98374938964844,162365000.0,True,positive,0.9542384147644043
NVIDIA Blog,"NVIDIA and Partners Highlight Next-Generation Robotics, Automation and AI Technologies at Automatica - NVIDIA Blog",2025-06-24,114,2025-06-24,145.54367367470394,147.94341367999496,145.4836828445603,147.88340759277344,187566100.0,True,neutral,0.8329439759254456
NVIDIA Newsroom,NVIDIA Partners With Europe Model Builders and Cloud Providers to Accelerate Region’s Leap Into AI - NVIDIA Newsroom,2025-06-11,116,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.7349341511726379
NVIDIA Blog,"Sovereign AI Agents Think Local, Act Global With NVIDIA AI Factories - NVIDIA Blog",2025-06-11,82,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.8958113789558411
NVIDIA Blog,HPE and NVIDIA Debut AI Factory Stack to Power Next Industrial Shift - NVIDIA Blog,2025-06-24,82,2025-06-24,145.54367367470394,147.94341367999496,145.4836828445603,147.88340759277344,187566100.0,True,neutral,0.5480865836143494
NVIDIA Newsroom,Siemens and NVIDIA Expand Partnership to Accelerate AI Capabilities in Manufacturing - NVIDIA Newsroom,2025-06-11,102,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.8408628702163696
NVIDIA Blog,"Hexagon Taps NVIDIA Robotics and AI Software to Build and Deploy AEON, a New Humanoid - NVIDIA Blog",2025-06-17,99,2025-06-17,144.4738049491523,145.20371882793046,143.7638778428329,144.1038360595703,139108000.0,True,positive,0.5624147057533264
NVIDIA Developer,Chat With Your Enterprise Data Through Open-Source AI-Q NVIDIA Blueprint | NVIDIA Technical Blog - NVIDIA Developer,2025-06-11,115,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.9466438889503479
NVIDIA Blog,France Bolsters National AI Strategy With NVIDIA Infrastructure - NVIDIA Blog,2025-06-11,77,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.928248941898346
NVIDIA Blog,"European Robot Makers Adopt NVIDIA Isaac, Omniverse and Halos to Develop Safe, Physical AI-Driven Robot Fleets - NVIDIA Blog",2025-06-11,124,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.7841508388519287
NVIDIA Newsroom,NVIDIA DGX Cloud Lepton Connects Europe’s Developers to Global NVIDIA Compute Ecosystem - NVIDIA Newsroom,2025-06-11,105,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.9097657799720764
NVIDIA,FBC: Firebreak & DOOM: The Dark Ages GeForce Game Ready Driver Released - NVIDIA,2025-06-17,80,2025-06-17,144.4738049491523,145.20371882793046,143.7638778428329,144.1038360595703,139108000.0,True,neutral,0.9120014905929565
NVIDIA Newsroom,NVIDIA Stockholder Meeting Set for June 25; Individuals Can Participate Online - NVIDIA Newsroom,2025-06-11,96,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.9367737174034119
NVIDIA Blog,"Artists, Fashion Designers Tap State-of-the-Art AI for NVIDIA GTC Paris Gallery - NVIDIA Blog",2025-06-05,93,2025-06-05,142.14419665233672,143.97386636815438,138.80480646885346,139.964599609375,231397900.0,True,neutral,0.8809450268745422
NVIDIA Blog,NVIDIA DRIVE Full-Stack Autonomous Vehicle Software Rolls Out - NVIDIA Blog,2025-06-11,75,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.8938635587692261
NVIDIA Blog,Go With the Flow: NVIDIA Teams With Ansys and DCAI to Advance Quantum Algorithms for Fluid Dynamics - NVIDIA Blog,2025-06-11,113,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.5901854634284973
NVIDIA Blog,NVIDIA CEO Drops the Blueprint for Europe’s AI Boom - NVIDIA Blog,2025-06-11,65,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,negative,0.6922683119773865
NVIDIA Developer,Driving Toward Billion-Cell Analysis and Biological Breakthroughs with RAPIDS-singlecell | NVIDIA Technical Blog - NVIDIA Developer,2025-06-12,131,2025-06-12,141.9540901919345,144.98374938964844,141.83410852298076,144.98374938964844,162365000.0,True,neutral,0.775973916053772
NVIDIA Blog,"UK Prime Minister, NVIDIA CEO Set the Stage as AI Lights Up Europe - NVIDIA Blog",2025-06-09,80,2025-06-09,143.16402192873528,144.97369107987248,141.91424872977086,142.6041259765625,185114500.0,True,neutral,0.8719229102134705
NVIDIA Blog,Germany Builds Its AI Autobahn With NVIDIA - NVIDIA Blog,2025-06-11,56,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.8033345341682434
NVIDIA Blog,IQVIA and NVIDIA Harmonize to Accelerate Clinical Research and Commercialization With AI Agents - NVIDIA Blog,2025-06-11,109,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.8243781328201294
NVIDIA Developer,Enhance Robot Learning with Synthetic Trajectory Data Generated by World Foundation Models - NVIDIA Developer,2025-06-16,109,2025-06-16,143.33393622751285,146.16360555156524,143.18394388862183,144.6737823486328,183133700.0,True,neutral,0.8098576068878174
NVIDIA Blog,NVIDIA RTX Blackwell GPUs Accelerate Professional-Grade Video Editing - NVIDIA Blog,2025-06-04,83,2025-06-04,142.1641966028205,142.36415725393297,139.5146683935161,141.8942413330078,167120800.0,True,neutral,0.8181825280189514
IonQ Quantum Computing,"IonQ Speeds Quantum-Accelerated Drug Development Application with AstraZeneca, AWS, and NVIDIA - IonQ Quantum Computing",2025-06-09,119,2025-06-09,143.16402192873528,144.97369107987248,141.91424872977086,142.6041259765625,185114500.0,True,neutral,0.6334022879600525
NVIDIA Blog,NVIDIA GB200 NVL72 Systems Accelerate the Journey to Useful Quantum Computing - NVIDIA Blog,2025-06-11,91,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.5511022210121155
NVIDIA Developer,Introducing NVFP4 for Efficient and Accurate Low-Precision Inference | NVIDIA Technical Blog - NVIDIA Developer,2025-06-24,111,2025-06-24,145.54367367470394,147.94341367999496,145.4836828445603,147.88340759277344,187566100.0,True,neutral,0.8266268968582153
NVIDIA Blog,NVIDIA Blackwell Delivers Breakthrough Performance in Latest MLPerf Training Results - NVIDIA Blog,2025-06-04,98,2025-06-04,142.1641966028205,142.36415725393297,139.5146683935161,141.8942413330078,167120800.0,True,positive,0.9441733360290527
NVIDIA,Use Case : Biomolecular Foundation Models for Discovery in Life Science - NVIDIA,2025-06-11,80,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.897514283657074
NVIDIA Blog,NVIDIA Scores Consecutive Win for End-to-End Autonomous Driving Grand Challenge at CVPR - NVIDIA Blog,2025-06-11,101,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.8975930213928223
NVIDIA Developer,Telcos Across Five Continents Are Building NVIDIA-Powered Sovereign AI Infrastructure - NVIDIA Developer,2025-05-30,104,2025-05-30,138.6948289010735,139.59465948344436,132.8958783257386,135.10548400878906,333170900.0,True,neutral,0.8125975728034973
NVIDIA Blog,European Broadcasting Union and NVIDIA Partner on Sovereign AI to Support Public Broadcasters - NVIDIA Blog,2025-06-11,107,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.7545039653778076
NVIDIA Blog,NVIDIA Releases New AI Models and Developer Tools to Advance Autonomous Vehicle Ecosystem - NVIDIA Blog,2025-06-11,103,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,neutral,0.678309440612793
NVIDIA Blog,Leading European Healthcare and Life Sciences Companies Innovate With NVIDIA AI - NVIDIA Blog,2025-06-11,93,2025-06-11,144.59379466225064,144.97375695921582,141.85409623212945,142.81399536132812,167694000.0,True,positive,0.5914832949638367
NVIDIA Developer,Streamlining GPU Porting for EDF’s Fluid Dynamics Simulations with NVIDIA Nsight Profilers | NVIDIA Technical Blog - NVIDIA Developer,2025-06-12,133,2025-06-12,141.9540901919345,144.98374938964844,141.83410852298076,144.98374938964844,162365000.0,True,neutral,0.9203233122825623
